place_id,name,address,types,region,lad_code,imd_quintile,is_true_salon,notes
ChIJ-QhWh_-me0gRPLb2uQXjYnc,Holiday Inn Bolton Centre by IHG,"1 Higher Bridge St, Bolton BL1 2EW, UK",bar;establishment;event_venue;food;hotel;lodging;point_of_interest;restaurant;service,Greater_Manchester,E08000001,1,False,Hotel / lodging - no tanning indicated
ChIJ1Vl9yPame0gREQ7_-B444ZU,golden looks,"65 Tonge Moor Rd, Bolton BL2 2DL, UK",beauty_salon;establishment;establishmenttanning_studio;nail_salon;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJ6TqJ6Rqne0gRYSNW2Wi2nOM,"Revibe Hair, Beauty, and Headspa","139 Hughes St, Bolton BL1 3EZ, UK",beauty_salon;establishment;establishmenthair_salon;hair_care;hair_salon;point_of_interest;service,Greater_Manchester,E08000001,1,True,Confirmed via web: offers UV sunbeds and tanning services
ChIJ7c9x7C-me0gRisbZzT-XPEE,Golden Brown Sunbeds,"169 Plodder Ln, Farnworth, Bolton BL4 0BT, UK",beauty_salon;establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJ8ciRWTane0gRvA-b1gJtXDU,Tan & Deliver Home Hire Sunbeds Lancashire,"Chorley New Rd, Bolton BL1 4QR, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,False,Tanning equipment hire/supplier - not a salon
ChIJE-XcifGme0gR0L83TDo5xfg,The Beach Hut,"309 Tonge Moor Rd, Bolton BL2 2JG, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJE37Sx4yne0gRbF8B4s-HP5I,Olivia Megan Beauty,"@Atelier, Hair & Beauty Studio, 472 Wigan Rd, Bolton BL3 4QH, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,1,False,Spray tan only - no UV sunbed evidence
ChIJG-9g9gqne0gR5cTRy0FsvXk,Morrisons,"Mornington Rd, Bolton BL1 4EU, UK",establishment;food;food_store;grocery_store;point_of_interest;store;supermarket,Greater_Manchester,E08000001,1,False,Supermarket / food retailer
ChIJI4jwXxCne0gRR25aMUxH5u8,Rose & Caramel Salon,"519 Halliwell Rd, Bolton BL1 8DB, UK",beauty_salon;establishment;hair_care;hair_salon;point_of_interest;service,Greater_Manchester,E08000001,1,False,Spray tan business only
ChIJI9PKDgCne0gRv6hSQMf6oXI,Sunseekers Sunbeds,"47-49 Brackley St, Farnworth, Bolton BL4 9DS, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJIfSUfr-ne0gRJZpF5FiVMis,BusyBodies ladies gym,"9-11 Morris Green Ln, Bolton BL3 3JD, UK",establishment;gym;health;point_of_interest;sports_activity_location,Greater_Manchester,E08000001,1,False,Gym / fitness centre - no tanning indicated
ChIJOeprqlOme0gRir75Qkrvi84,Sunsiro Sunbed,"134 Newport St, Bolton BL3 6AB, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJOffrI7Gne0gRjgiRgSwJhcQ,Baddy's Parlour,"7 Deansgate, Bolton BL1 1HH, UK",barber_shop;beauty_salon;establishment;hair_care;hair_salon;health;massage;massage_spa;nail_salon;point_of_interest;service;spa;store;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJR_HdrmGme0gRtGaL5yBuKww,Tantastic,"380 Bury Rd, Tonge Fold, Bolton BL2 6DT, UK",beauty_salon;establishment;establishmenttanning_studio;nail_salon;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJT4ykcRume0gRkqExNH1JoCA,Tan Tropez,"44 Higher Market St, Farnworth, Bolton BL4 9BB, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJU5mWUBqme0gRbINIA3dwbFc,New Farnworth Sun Centre,"125 Market St., Farnworth, Bolton BL4 8EX, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJ_Sf1otmne0gRH1u_YXL-jjE,YU Nail & Beauty Aesthetics,"20 Bridge St, Bolton BL1 2EA, UK",beauty_salon;establishment;nail_salon;point_of_interest;service,Greater_Manchester,E08000001,1,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJ_biD05ane0gRi7xtGvP5L28,MIAMI SUPER TAN SUN CENTRE,"365-367 Wigan Rd, Bolton BL3 5QU, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJbX6meVWme0gRCmfraBg27dA,The Beauty Lounge,"The Beauty Lounge, 20 Bark St E, Bolton BL1 2BQ, UK",beauty_salon;establishment;establishmentbeauty_salon;massage;nail_salon;point_of_interest;service,Greater_Manchester,E08000001,1,False,Spray tan only - no UV sunbed evidence
ChIJbw3oniWme0gRY9R56CA5rnM,The Tanning Lounge,"76 Highfield Rd, Farnworth, Bolton BL4 0AD, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJfUruXxqne0gR9VK2qIHCne0,Beach Brown Tanning Products Ltd,"C2, Falcon Mill, Handel St, Bolton BL1 8BL, UK",establishment;establishmentservice;point_of_interest;service,Greater_Manchester,E08000001,1,False,Known non-salon - manually excluded
ChIJhZyIWhqme0gR2N4u5nxGda8,Allure Lashes - Training & Aesthetics,"11k Long Causeway, Farnworth, Bolton BL4 9BS, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,1,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJj3zcUjGne0gRt-O9oil7HzM,House of GB,"143, 145 Chorley Old Rd, Bolton BL1 3BD, UK",beauty_salon;establishment;establishmentbeauty_salon;point_of_interest;service,Greater_Manchester,E08000001,1,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJk5f94d6ne0gRw_JyumnXe0E,Golden Glow Sunbeds,"Unit 2, Lamb Inn, Halliwell Rd, Bolton BL1 3QD, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJkSfRLQKme0gRZYhk38AL9Rw,Sunbeds,"211 Bolton Rd, Kearsley, Bolton BL4 9BX, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,1,True,
ChIJk_KBAN6le0gR-fSg0pssSks,Bronzed,"66 Market St, Little Lever, Bolton BL3 1HN, UK",beauty_salon;establishment;establishmentbeauty_salon;point_of_interest;service,Greater_Manchester,E08000001,1,True,
ChIJlTdl1Wine0gRHnDau4y8CFw,GLO Tanning Salon,"364 Chorley Old Rd, Bolton BL1 6AG, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJmwoeWtgJe0gRbyWZvcM3zaw,Sun Studio 332,"332 Chorley Old Rd, Bolton BL1 4JU, UK",beauty_salon;establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJp9GCDACne0gRmBwi-kbs1Js,Sunseekers,"47-49 Brackley St, Farnworth, Bolton BL4 9DX, UK",establishment;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJr5gQm4ime0gRLlQwCCi6RrM,SUNSEEKERS TANNING SALON,"138 Winchester Way, Breightmet, Bolton BL2 5AG, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJs2OvXxCne0gRi35Fi_DhxO0,Aura,"549-551 Halliwell Rd, Bolton BL1 8DB, UK",beauty_salon;establishment;hair_care;health;massage;massage_spa;medical_clinic;nail_salon;point_of_interest;service;skin_care_clinic;spa,Greater_Manchester,E08000001,1,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJv0mqXxCne0gReGNbe1oEG3Y,Jackie Tan Tanning Salon,"469 Halliwell Rd, Bolton BL1 8DB, UK",establishment;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJv5rmnn2ne0gRSyh29Ci5ULI,The Place Hair and Beauty LTD,"X9, Market Place, Knowsley St, Bolton BL1 2BE, UK",barber_shop;beauty_salon;establishment;hair_care;hair_salon;health;massage;massage_spa;nail_salon;point_of_interest;service;spa;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJxZhWIgqne0gRDYl-f6TLZkc,Northwest Beauty Clinic,"s, 35 Churchgate, Bolton BL1 1HU, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,1,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJz3v6dBume0gRgT5uyrIBLow,Tan & Tone,"22 Higher Market St, Farnworth, Bolton BL4 9AJ, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,1,True,
ChIJz7miOS6me0gRdGm7x6oA9ag,Perfection By Sarah,"297 Plodder Ln, Farnworth, Bolton BL4 0BR, UK",beauty_salon;establishment;nail_salon;point_of_interest;service,Greater_Manchester,E08000001,1,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJ-6Rjr5Kne0gRKlATXNmJiEQ,Perfect spray tan & Beauty,"16 Greensmith Way, Westhoughton, Bolton BL5 3BR, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,2,False,Spray tan only - no UV sunbed evidence
ChIJ3fwN-m8Ie0gRIvu8TSK-i4w,Tanfastik,"7 Market St, Westhoughton, Bolton BL5 3AH, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJ6SgP9jAJe0gRes_KNX83fS4,Sunscape,"51 Lee Ln, Horwich, Bolton BL6 7AX, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJ89E6nH6le0gRvweGk4cyfwc,H2 Tanning Studios,"110 High St, Little Lever, Bolton BL3 1LR, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJAX3kJdCme0gRXUHQKzjzC70,Individual Beauty Salon,"264A Darwen Rd, Bromley Cross, Bolton BL7 9JG, UK",beauty_salon;establishment;hair_care;health;massage;massage_spa;nail_salon;point_of_interest;service;spa,Greater_Manchester,E08000001,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJAem6--Gme0gRWSQJq7EMdsE,Golden Brown Tanning Studios,"462 Blackburn Rd, Astley Bridge, Bolton BL1 8PE, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJG-44fPAJe0gR2xlBXCkb5Ss,AV Medispa,"149 Chorley New Rd, Horwich, Bolton BL6 5QE, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,2,True,Confirmed via web: offers tanning services
ChIJMUe8I2UIe0gRht6GXnuoUw8,"Beautyful Salon, Beauty, Nails, Waxing, Advanced Skincare","83 Market St, Westhoughton, Bolton BL5 3AA, UK",beauty_salon;establishment;massage;massage_spa;nail_salon;point_of_interest;service;spa;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJTTjElIIJe0gRvm_7PTH_HHE,Karen’s beauty,"23 Greenstone Ave, Horwich, Bolton BL6 5SJ, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJU5UaF2Sne0gR-KLi6QPiQus,Bronze luxury tanning,"806 Bury Rd, Breightmet, Bolton BL2 6PA, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJX80c2Iine0gR_C6w4YcPDyg,Tanique Hair and Tanning Salon,"Tanique Hair and Tanning Salon, 237a Darwen Rd, Bromley Cross, Bolton BL7 9BS, UK",establishment;establishmenttanning_studio;hair_care;hair_salon;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJYzAUXNSne0gRCSXYdxWAuNk,SunHQ,"10 Adrian Rd, Bolton BL1 3LG, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJb3Kk1n2me0gRGoBoPjawiNU,"Nailtastic Nail, Tanning & Beauty Salon","808 Bury Rd, Breightmet, Bolton BL2 6PA, UK",beauty_salon;establishment;establishmentnail_salon;hair_care;nail_salon;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJb7X39QoJe0gR_jgjDEUN23I,Revitalize Hair and Beauty Spa,"71 Church St, Horwich, Bolton BL6 6AA, UK",establishment;hair_care;hair_salon;point_of_interest;service,Greater_Manchester,E08000001,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJc6ZlXwwJe0gRFejOmRZOcAA,Golden Glow Tanning,"54 Winter Hey Ln, Horwich, Bolton BL6 7NX, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJf_xaow0Je0gR-lGKrAre9e0,Encore,"162 Chorley New Rd, Horwich, Bolton BL6 5QW, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJgdzTTPcJe0gR-4DnGcPFvr8,Beezy and co Barbers,"68 Lee Ln, Horwich, Bolton BL6 7AE, UK",bar;barber_shop;beauty_salon;establishment;hair_care;hair_salon;health;massage;massage_spa;medical_clinic;point_of_interest;service;spa,Greater_Manchester,E08000001,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJh4p4AB6ne0gRjk1wSXgH36g,The Tanning Warehouse,"9 Old Rd, Astley Bridge, Bolton BL1 6NJ, UK",beauty_salon;establishment;establishmenttanning_studio;hair_care;hair_salon;makeup_artist;nail_salon;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJi7TyUQwJe0gRuCJNZrJXR34,Skin Secrets,"86 Winter Hey Ln, Horwich, Bolton BL6 7AA, UK",body_art_service;establishment;health;medical_clinic;point_of_interest;service;skin_care_clinic;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJkwOXgtMJe0gRG6dzk4dDIJY,Prestige Glow tanning salon,"2 Lock Ln, Bolton BL3 4RL, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJl-qjBmmme0gRgSJbTy3pclE,Flawless Tanning & Beauty,"365 Radcliffe Rd., Darcy Lever, Bolton BL3 1RU, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,2,True,
ChIJo0BzuUMJe0gRVBwrqaLy7cQ,Rebecca Jane Studio,"Greensmith Way, Westhoughton, Bolton BL5 3BR, UK",beauty_salon;educational_institution;establishment;nail_salon;point_of_interest;school;service,Greater_Manchester,E08000001,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJq6PlaNKne0gRQ6pM69MLBhM,VIVA LA BEAUTY,"820 Bury Rd, Breightmet, Bolton BL2 6PA, UK",beauty_salon;establishment;establishmentbeauty_salon;point_of_interest;service,Greater_Manchester,E08000001,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJub1RgSQJe0gRuX8MOhbngbo,Honey Rose,"8 Winter Hey Ln, Horwich, Bolton BL6 7AA, UK",beautician;beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJy14e8M-me0gR0z0-s9RXE2c,Escape Hairdressing,"255 Darwen Rd, Bromley Cross, Bolton BL7 9BS, UK",barber_shop;beauty_salon;establishment;hair_care;hair_salon;health;point_of_interest;service,Greater_Manchester,E08000001,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJz9TeQkKne0gR7vNrfUo1REs,Hidden Beauty Bolton,"437 Blackburn Rd, Astley Bridge, Bolton BL1 8NJ, UK",beautician;beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJ3SyV3W-ne0gRGu7H4IVvS_A,Supreme Sunbeds uk ltd,"5 Oakenclough Dr, Bolton BL1 5QY, UK",establishment;establishmenttanning_studio;point_of_interest;service;spa;tanning_studio,Greater_Manchester,E08000001,3,True,
ChIJ3_4t5m-ne0gRjBg07FDkg0k,SUPREME SUNBEDS (UK) LTD,"5 Oakenclough Drive Bolton, Greater, Bolton, Manchester BL1 5QY, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,3,True,
ChIJf7eybAwJe0gRjHsm_PA47uk,Golden glow studio,"347 Chorley New Rd, Horwich, Bolton BL6 5PP, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,3,True,
ChIJg6IJ7RYJe0gRHNCKKBZVXKs,The Retreatment Room,"7 Rotherhead Cl, Horwich, Bolton BL6 5UG, UK",beautician;beauty_salon;establishment;nail_salon;point_of_interest;service,Greater_Manchester,E08000001,3,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJpf-BiagJe0gRSWGxPHs4oGc,GLŌWAN,"533-539 Chorley New Rd, Horwich, Bolton BL6 6JT, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,3,True,
ChIJqcPWTGsIe0gRHOIjrY5GiJY,Tesco Express,"Tesco, Manchester Road Westhoughton, Westhoughton, Bolton BL5 3JS, UK",convenience_store;establishment;food;food_store;grocery_store;market;point_of_interest;store;supermarket,Greater_Manchester,E08000001,3,False,Supermarket / food retailer
ChIJvRgUB9ele0gReAAShH_c-KE,Beauty Secrets and Nails by Sarah,"166A Ivy Rd, Bolton BL1 6EE, UK",beauty_salon;establishment;hair_care;health;medical_clinic;nail_salon;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,3,True,
ChIJ7au5fxqne0gRWv4R0um9_M8,Me Beauty,"4A New Hall Ln, Bolton BL1 5LN, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,4,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJNxJMVACne0gRopbDfrL-5-U,"ITS ALWAYS SUNNY..10am til 8pm mon to fri, sat 10am to 7pm,,sun 11am to 5pm","52 Newbrook Rd, Over Hulton, Bolton BL5 1ER, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,4,True,
ChIJX_Jd2Dene0gRny2XQE_XVwE,Graceful by Charlotte Seddon,"603 Chorley Old Rd, Bolton BL1 6BL, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,4,True,Confirmed via web: has sunbeds
ChIJs1uCHNcHe0gRnq1wawnc-V0,Tan Envy,"46 Sedgley Dr, Westhoughton, Bolton BL5 2LT, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000001,4,True,
ChIJ04Z4RKive0gRtVVEaFZWO3c,Strictly Tanning Beauty and Aesthetics,"194 Manchester Rd, Kearsley, Bolton BL4 8QR, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000001,5,True,
ChIJy7GI0tKge0gRG_LI_1rDbp0,Last Drop Village Hotel & Spa,"Hospital Rd, Bromley Cross, Bolton BL7 9PZ, UK",establishment;event_venue;food;hotel;lodging;point_of_interest;restaurant;service;spa;wedding_venue,Greater_Manchester,E08000001,5,False,Hotel / lodging - no tanning indicated
ChIJ-cXmvMCle0gRKyKaNSjwv_c,Haus of Tan - Bury,"33 Redvales Rd, Bury BL9 9PU, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000002,1,True,
ChIJBWFKe8ake0gRCl3SLiI2pO0,Oasis Tanning Centre Ltd,"133 Walmersley Rd, Bury BL9 5AY, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000002,1,True,
ChIJExbP5gyle0gRct3-Vb5bb3o,Sunseekers Sunbeds,"57 Water St, Radcliffe, Manchester M26 4GR, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000002,1,True,
ChIJKTSJKp6le0gR1NAbVNhVc48,Designer Tan & Beauty Ltd,"17-19 Church St W, Radcliffe, Manchester M26 2SP, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000002,1,True,
ChIJKUG1VoC7e0gRjLLJmsc0cik,Jessica leigh PMU & Aesthetics,"57b Simister Ln, Prestwich, Manchester M25 2SU, UK",beauty_salon;body_art_service;doctor;establishment;health;massage;massage_spa;point_of_interest;service;spa,Greater_Manchester,E08000002,1,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJKYVGUxBTTGcR0Byg393a3VA,Vbrowns,"Ainsworth Rd, Radcliffe, Manchester M26 4ED, UK",beauty_salon;establishment;point_of_interest;service;tanning_studio,Greater_Manchester,E08000002,1,True,
ChIJVVVVVZGle0gRAMeaWsd9fAw,The Beauty and Tanning Studio,"Seddon St, Radcliffe, Manchester M26 4TF, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000002,1,True,
ChIJk11rhnmle0gRPlNDTUpYPt8,Sunlora Tanning & Sunbed,"141 The Rock, Bury BL9 0ND, UK",beauty_salon;establishment;establishmentbeauty_salon;point_of_interest;service,Greater_Manchester,E08000002,1,True,
ChIJqSEWbbWle0gRsRcHEoizS8Q,Envy Tanning,"78 Bell Ln, Bury BL9 6BB, UK",beauty_salon;establishment;establishmenttanning_studio;hair_care;hair_salon;point_of_interest;service;tanning_studio,Greater_Manchester,E08000002,1,True,
ChIJr-MGiKKle0gRDwn838sqKew,Whitelines fashion & beauty,"116 Water St, Radcliffe, Manchester M26 4BE, UK",beauty_salon;clothing_store;establishment;point_of_interest;service;store,Greater_Manchester,E08000002,1,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJs83zhaKle0gRYaHkHIKyOWk,Dynamics Gym,"168 Water St, Radcliffe, Manchester M26 4BE, UK",association_or_organization;establishment;fitness_center;gym;health;point_of_interest;service;sports_activity_location;sports_club;store;tanning_studio,Greater_Manchester,E08000002,1,True,
ChIJ0foxG_Gve0gREljjEM0b090,M&S Foodhall,"492 Bury New Rd, Prestwich, Manchester M25 3AN, UK",bakery;deli;establishment;food;food_store;grocery_store;point_of_interest;restaurant;sandwich_shop;store;supermarket,Greater_Manchester,E08000002,2,False,Supermarket / food retailer
ChIJ3Qfb6tI7ZUURj-ZWxL5GYu8,The Sun Sanctuary,"150-160 Dumers Ln, Bury, Manchester M26 2GF, UK",establishment;establishmenttanning_studio;massage;massage_spa;point_of_interest;service;spa;tanning_studio,Greater_Manchester,E08000002,2,True,
ChIJ9z_IONale0gRwCI_edQI8KU,Pro Skin Clinic,"250 Bury New Rd, Greater, Whitefield, Manchester M45 8QN, UK",beauty_salon;body_art_service;educational_institution;establishment;hair_care;health;medical_clinic;point_of_interest;school;service;store;tanning_studio,Greater_Manchester,E08000002,2,True,
ChIJH4ovu_6ve0gRshiR9CAqQiw,Tesco Express,"456-462 Bury Old Rd, Prestwich, Manchester M25 1NL, UK",convenience_store;establishment;food;food_store;grocery_store;market;point_of_interest;store;supermarket,Greater_Manchester,E08000002,2,False,Supermarket / food retailer
ChIJUdzkUd6ve0gRn3xu7DMUTBI,Designers Hair and Beauty,"379 Bury New Rd, Prestwich, Manchester M25 1AW, UK",beauty_salon;establishment;hair_care;hair_salon;point_of_interest;service,Greater_Manchester,E08000002,2,True,Confirmed via web: has tanning booth
ChIJVy8bI2Wve0gRqkPWjuHvNQc,Tehran Beauty,"377 Bury New Rd, Prestwich, Manchester M25 1AW, UK",beauty_salon;establishment;point_of_interest;service,Greater_Manchester,E08000002,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJYTx13Jiwe0gRvko98ZnlBiY,Hush Healing And Beauty,"381 Bury New Rd, Prestwich, Manchester M25 1AW, UK",beauty_salon;educational_institution;establishment;health;massage;massage_spa;medical_clinic;point_of_interest;service;skin_care_clinic;spa,Greater_Manchester,E08000002,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJb1PxW_Cve0gRoAgupDV6Mk0,Superdrug,"Unit 7 Radius, Poppythorn Ln, Prestwich, Manchester M25 1AY, UK",establishment;point_of_interest;store,Greater_Manchester,E08000002,2,False,No tanning evidence in name or type
ChIJk3PimeWve0gRnd2YrhmoHac,Clarity Beauty,"253 Bury New Rd, Prestwich, Manchester M25 9PB, UK",beauty_salon;establishment;nail_salon;point_of_interest;service,Greater_Manchester,E08000002,2,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJlb_kWDqve0gRTQnpOyRGlAY,Throne Beauty,"491 Bury New Rd, Prestwich, Manchester M25 1AD, UK",beauty_salon;establishment;massage;massage_spa;nail_salon;point_of_interest;service;spa;tanning_studio,Greater_Manchester,E08000002,2,True,
ChIJnXQ2OiCle0gRUAtBiPEEHOM,Serenity nails tanning and beauty salon,"205A Manchester Rd, Bury BL9 9HL, UK",beauty_salon;establishment;establishmentbeauty_salon;nail_salon;point_of_interest;service,Greater_Manchester,E08000002,2,True,
ChIJq6oPw16le0gRdClC-SYyuW8,Glow with Sienna X,"110 Bury New Rd, Whitefield, Manchester M45 6A, UK",establishment;point_of_interest;service;tanning_studio,Greater_Manchester,E08000002,2,True,
ChIJ1cq0_eCxe0gRo0mylI--dz0,Glow Tanning Salon,"351 Bury Old Rd, Prestwich, Manchester M25 1PY, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000002,3,True,
ChIJ7XGLpAOje0gRhn6kpxKyosk,Afterglow tanning studio LTD,"45 Bolton St, Ramsbottom, Bury BL0 9HU, UK",association_or_organization;establishment;establishmentplace_of_worship;place_of_worship;point_of_interest,Greater_Manchester,E08000002,3,True,Tanning keyword in name
ChIJA9-ZpFile0gRIO82I_gZ01s,That SK GLOW,"119 Bury Old Rd, Whitefield, Manchester M45 7AY, UK",beauty_salon;establishment;nail_salon;point_of_interest;service,Greater_Manchester,E08000002,3,False,Beauty/hair/nail salon - no tanning keywords in name
ChIJSeMlxvWke0gR9q9zsf7Y5Sk,Best Western Bury Bolholt Country Park Hotel,"Walshaw Rd, Bury BL8 1PU, UK",bar;establishment;event_venue;food;gym;health;hotel;lodging;point_of_interest;restaurant;service;spa;sports_activity_location;swimming_pool;wedding_venue,Greater_Manchester,E08000002,3,False,Hotel / lodging - no tanning indicated
ChIJUbL1AkGle0gRP2hRkE_OAAY,Beautique,"846 Manchester Rd, Bury BL9 8DW, UK",beauty_salon;establishment;point_of_interest;service;tanning_studio,Greater_Manchester,E08000002,3,True,
ChIJZbnUs_yve0gRAmRcnY6w0WU,Tan Tan,"107 Heywood Rd, Prestwich, Manchester M25 1LP, UK",establishment;establishmenttanning_studio;point_of_interest;service;tanning_studio,Greater_Manchester,E08000002,3,True,
ChIJkamSanGje0gRyNlqkl4Tufg,Bev's Barbers & Sunbeds,"4 Ramsbottom Ln, Ramsbottom, Bury BL0 9HT, UK",barber_shop;establishment;hair_care;health;point_of_interest;service,Greater_Manchester,E08000002,3,True,
ChIJmSVar0Kle0gRxX7kRoWJ4PI,Total Fitness Whitefield,"Elms St, Bury New Rd, Unsworth, Manchester M45 7TA, UK",athletic_field;cafe;establishment;food;gym;health;point_of_interest;spa;sports_activity_location;sports_complex;swimming_pool,Greater_Manchester,E08000002,3,False,Spa / massage - no tanning keywords in name
ChIJuzOomHKje0gR8tx0Hh6Vf_o,Studio 30 Tanning and Beauty,"30 Bolton St, Ramsbottom, Bury BL0 9HX, UK",beautician;beauty_salon;establishment;establishmenttanning_studio;hair_care;hair_salon;massage;massage_spa;nail_salon;point_of_interest;service;spa;tanning_studio,Greater_Manchester,E08000002,3,True,
