verification_id,source,source_id,name,address,lad_code,imd_quintile,lat,lon,status,reviewer,review_date_utc,duplicate_of,notes
google:ChIJNZ5IXoxvfkgRbOOPqOT-SyU,google,ChIJNZ5IXoxvfkgRbOOPqOT-SyU,Glow Tanning Station,"158 Calf Cl Ln, Jarrow NE32 4DU, UK",E08000023,2.0,54.95919009839923,-1.4789189865090957,confirmed,MB,2026-04-28,,
google:ChIJZYOdTABlfkgRnuRhWsd8_10,google,ChIJZYOdTABlfkgRnuRhWsd8_10,Glow tanning station - Boldon,"44 North Rd, Boldon Colliery NE35 9AX, UK",E08000023,1.0,54.94741329838661,-1.460116386501762,confirmed,MB,2026-04-28,,
google:ChIJEylBjL5vfkgRkh01NiBAOAc,google,ChIJEylBjL5vfkgRkh01NiBAOAc,Indigo Sun,"Indigo Sun, Unit 1 Claypath Ln, South Shields NE33 4PP, UK",E08000023,1.0,54.99366869842748,-1.431558086464078,confirmed,MB,2026-04-28,,
google:ChIJ46DLS-BufkgRYriv3hsxsSo,google,ChIJ46DLS-BufkgRYriv3hsxsSo,"Kwik Tan: King Street, South Shields","11 King St, South Shields NE33 1DA, UK",E08000023,1.0,54.998383098432015,-1.4331302864631459,confirmed,MB,2026-04-28,,
google:ChIJEQUD1UtvfkgRunROrPZSW94,google,ChIJEQUD1UtvfkgRunROrPZSW94,"Kwik Tan: Prince Edward Road, South Shields","295 Prince Edward Rd, South Shields NE34 7LZ, UK",E08000023,1.0,54.97216649840541,-1.4088122864582762,confirmed,MB,2026-04-28,,
google:ChIJ20N-bAlvfkgRuIudnZYN7ss,google,ChIJ20N-bAlvfkgRuIudnZYN7ss,Lauren Jenkyns hair,"Elite tanning studio, 202 Stanhope Rd, South Shields NE33 4TA, UK",E08000023,1.0,54.977326398412536,-1.4356266864734815,confirmed,MB,2026-04-28,,
google:ChIJ_whwVN5ufkgRGa17Idcc4E8,google,ChIJ_whwVN5ufkgRGa17Idcc4E8,Morrisons,"Ocean Rd, South Shields NE33 2AA, UK",E08000023,1.0,55.00031199843381,-1.4325589864619779,rejected,MB,2026-04-28,,Supermarket - no sunbed facilities
google:ChIJfScLndlxfkgRVPq3ZPg60cs,google,ChIJfScLndlxfkgRVPq3ZPg60cs,On Point Tanning,"86 Finchale Rd, Hebburn NE31 2JT, UK",E08000023,1.0,54.96294049840552,-1.5117657865289493,confirmed,MB,2026-04-28,,
google:ChIJPz7YcCVlfkgRxnh2ge8Tz80,google,ChIJPz7YcCVlfkgRxnh2ge8Tz80,Rachel Robson Lash x MUA,"5 Southend, Cleadon, Sunderland SR6 7TF, UK",E08000023,5.0,54.949401198384756,-1.41644598647267,rejected,MB,2026-04-28,,MUA / lash artist - not a tanning venue
google:ChIJEQUD1UtvfkgRSPnv4v9Ha5k,google,ChIJEQUD1UtvfkgRSPnv4v9Ha5k,Serenity at Karma Life,"261 Prince Edward Rd, South Shields NE34 7LZ, UK",E08000023,1.0,54.97187139840523,-1.4097212864589859,confirmed,MB,2026-04-28,,
google:ChIJbX-XS0pvfkgRsOZ022vRw_w,google,ChIJbX-XS0pvfkgRsOZ022vRw_w,Sunbeds Pamper Packages,"South Shields NE34 7LZ, UK",E08000023,1.0,54.97256489840553,-1.4061693864564042,confirmed,MB,2026-04-28,,
google:ChIJp8ef8-FufkgRJSjSKqtQ6GQ,google,ChIJp8ef8-FufkgRJSjSKqtQ6GQ,Superdrug,"76-80 King St, South Shields NE33 1JE, UK",E08000023,1.0,54.998153998432045,-1.435916286465048,rejected,MB,2026-04-28,,Superdrug pharmacy - no sunbed facilities
google:ChIJwYn0buFvfkgR-QGVHKdqmK4,google,ChIJwYn0buFvfkgR-QGVHKdqmK4,Tanning Station,"14 Coniston Ave, Hebburn NE31 2RR, UK",E08000023,2.0,54.96926019841097,-1.5060019865225793,confirmed,MB,2026-04-28,,
google:ChIJHQ213BtvfkgRibjA1IZQt38,google,ChIJHQ213BtvfkgRibjA1IZQt38,Tanzarote Sun Studio,"New Green St, South Shields NE33 5RF, UK",E08000023,1.0,54.989626798424176,-1.4372651864694501,confirmed,MB,2026-04-28,,
google:ChIJ_deAouFufkgR0pydRLmrydU,google,ChIJ_deAouFufkgR0pydRLmrydU,The Sun Shack Tanning Studio,"10 North St, South Shields NE33 1HD, UK",E08000023,1.0,54.99904729843283,-1.4351862864642044,confirmed,MB,2026-04-28,,
google:ChIJFXcX0xJvfkgRphGGsMdFhTI,google,ChIJFXcX0xJvfkgRphGGsMdFhTI,The Sun Studio,"521 Stanhope Rd, South Shields NE33 4QX, UK",E08000023,1.0,54.97474619841045,-1.4395091864770668,confirmed,MB,2026-04-28,,
google:ChIJpcYQpsNvfkgRPuaFLZzqMhs,google,ChIJpcYQpsNvfkgRPuaFLZzqMhs,The Tanning Studio LTD,"6 Bede Burn Rd, Jarrow NE32 5RU, UK",E08000023,2.0,54.977486498417626,-1.4935844865110857,confirmed,MB,2026-04-28,,
google:ChIJ_3B-1IRvfkgRlUwYna-8bto,google,ChIJ_3B-1IRvfkgRlUwYna-8bto,Total Tanning Studio,"Perth Ave, Jarrow NE32 4BB, UK",E08000023,1.0,54.963209698401826,-1.4653318864986002,confirmed,MB,2026-04-28,,
google:ChIJ5aLpr59vfkgRO-HLbyl2TrQ,google,ChIJ5aLpr59vfkgRO-HLbyl2TrQ,True Beauty,"375c Prince Edward Rd, South Shields NE34 7LZ, UK",E08000023,1.0,54.972567898405565,-1.4061648864563991,confirmed,MB,2026-04-28,,
google:ChIJ4VasLDlvfkgRh2uZXWCsB5s,google,ChIJ4VasLDlvfkgRh2uZXWCsB5s,Westoe Beauty Clinic,"75 Highfield Rd, South Shields NE34 6HG, UK",E08000023,5.0,54.985543198417986,-1.409530186453186,confirmed,MB,2026-04-28,,
google:ChIJAbwN9AtjfkgRveZ0zjpcNYI,google,ChIJAbwN9AtjfkgRveZ0zjpcNYI,Ace Sunbeds Sale & Hire,"Ashleigh, Gillas Lane, Houghton le Spring DH5 8JX, UK",E08000024,5.0,54.83802369828392,-1.4551627865441743,rejected,MB,2026-04-28,,Sunbed hire only - not a walk-in salon
google:ChIJncS8t1tjfkgRa6sLClW-uJc,google,ChIJncS8t1tjfkgRa6sLClW-uJc,Afterglow Tanning Salon - Houghton,"31 Newbottle St, Houghton le Spring DH4 4AP, UK",E08000024,1.0,54.843783998290604,-1.4711531865520886,confirmed,MB,2026-04-28,,
google:ChIJPZGc5q9kfkgR7FmSEJV5Z4E,google,ChIJPZGc5q9kfkgR7FmSEJV5Z4E,Aurora Tanning & Beauty,"42 Avondale Ave, Penshaw, Houghton le Spring DH4 7QS, UK",E08000024,1.0,54.8745087983211,-1.4928365865533004,confirmed,MB,2026-04-28,,
google:ChIJ1ZMAlylkfkgR1pUJhRQA_nM,google,ChIJ1ZMAlylkfkgR1pUJhRQA_nM,BeautiBeats,"188 Chester Rd, Sunderland SR4 7EY, UK",E08000024,1.0,54.90227529833943,-1.401187986482496,confirmed,MB,2026-04-28,,
google:ChIJeW2s52tkfkgRm7wlqVYBT4w,google,ChIJeW2s52tkfkgRm7wlqVYBT4w,Beauty Bar,"28 Thorndale Rd, Thorney Close, Sunderland SR3 4JT, UK",E08000024,1.0,54.88244159832334,-1.4300766865093975,confirmed,MB,2026-04-28,,
google:ChIJx-lSRud6fkgRKqd2r3XLms8,google,ChIJx-lSRud6fkgRKqd2r3XLms8,Blades Barbers,"39 Durham Ave, Washington NE37 1AQ, UK",E08000024,2.0,54.913634398361346,-1.5361463865652445,rejected,MB,2026-04-28,,Barbers only - no tanning facilities
google:ChIJu7T7Ls1lfkgR4KoBVgvZ0Ss,google,ChIJu7T7Ls1lfkgR4KoBVgvZ0Ss,Bo-Bella Beauty Haus,"Unit 19, Pennywell business Units, Sunderland SR4 9AR, UK",E08000024,1.0,54.89828049833887,-1.4391316865086223,confirmed,MB,2026-04-28,,
google:ChIJX8kfbyJ7fkgRnmlk3n0djS4,google,ChIJX8kfbyJ7fkgRnmlk3n0djS4,Bobby Marshalls Treatment Centre,"8-9, Galleries Shopping Centre, Washington NE38 7SD, UK",E08000024,2.0,54.9000285983483,-1.5323955865684327,confirmed,MB,2026-04-28,,
google:ChIJm0B5iIhmfkgRmGVHP-YQEdM,google,ChIJm0B5iIhmfkgRmGVHP-YQEdM,Bridges Shopping Centre,"The Bridges, Sunderland SR1 3DR, UK",E08000024,1.0,54.90605199834163,-1.38542198647078,rejected,MB,2026-04-28,,Shopping centre (not a business) - no sunbed facilities
google:ChIJuTKnNUNkfkgRdjrrDZ6YZA8,google,ChIJuTKnNUNkfkgRdjrrDZ6YZA8,Bronze Lounge,"19 Galashiels Rd, Grindon, Sunderland SR4 8JJ, UK",E08000024,1.0,54.89050259833149,-1.437690286510938,confirmed,MB,2026-04-28,,
google:ChIJrfU71AJlfkgR35-E1qtbFTw,google,ChIJrfU71AJlfkgR35-E1qtbFTw,Bronzed Buns,"Unit 17, Pennywell Business, Pennywell Business Centre, Sunderland SR4 9AR, UK",E08000024,1.0,54.89833959833895,-1.439551486508868,confirmed,MB,2026-04-28,,
google:ChIJEcgAHG5kfkgRApQ6Y0h8ct8,google,ChIJEcgAHG5kfkgRApQ6Y0h8ct8,Bronzed Sun Hair And Beauty Centre,"41 Ashdown Rd, Sunderland SR3 3HU, UK",E08000024,2.0,54.87604299831747,-1.4316379865130804,confirmed,MB,2026-04-28,,
google:ChIJX8kfbyJ7fkgRQehIT5m1RGY,google,ChIJX8kfbyJ7fkgRQehIT5m1RGY,Cover Beauty Salon,"38B, The Galleries, Centre, Washington NE38 7SB, UK",E08000024,2.0,54.899375098347655,-1.5320328865684663,confirmed,MB,2026-04-28,,
google:ChIJL-FLn2xmfkgRcixXtVD8F4I,google,ChIJL-FLn2xmfkgRcixXtVD8F4I,DOLLED UP BEAUTY,"Sea Road Shops, 25 Sea Rd, Fulwell, Sunderland SR6 9BS, UK",E08000024,3.0,54.929628498363236,-1.3803715864576749,confirmed,MB,2026-04-28,,
google:ChIJXRTCv5lnfkgRtkqHUxPEg7s,google,ChIJXRTCv5lnfkgRtkqHUxPEg7s,Deluxe tan Sunderland,"48 Villette Rd, Hendon, Sunderland SR2 8RN, UK",E08000024,1.0,54.89490889833017,-1.3723083864670365,confirmed,MB,2026-04-28,,
google:ChIJpWg19NdlfkgRlUbarNA_rgA,google,ChIJpWg19NdlfkgRlUbarNA_rgA,Dion Lash - Queen Beauty & Sun Tanning Salon,"Southwick, Sunderland SR5 2JG, UK",E08000024,1.0,54.91992579835583,-1.4000288864743715,confirmed,MB,2026-04-28,,
google:ChIJOe8sYfxlfkgRcjjeOP2Bw3U,google,ChIJOe8sYfxlfkgRcjjeOP2Bw3U,Doddies Beauty Salon I Lashes I Spray Tan I Nails I Waxing I Facials,"29 Whitehall Terrace, Sunderland SR4 7SR, UK",E08000024,2.0,54.903116698341535,-1.4166288864920857,confirmed,MB,2026-04-28,,
google:ChIJASF_GKVkfkgR5GIfOlAKJ0U,google,ChIJASF_GKVkfkgR5GIfOlAKJ0U,Earth & Rose Eco Friendly Salon,"5 Grangewood Court, Shiney Row, Houghton le Spring DH4 4RS, UK",E08000024,1.0,54.86731259831478,-1.4976963865594533,confirmed,MB,2026-04-28,,
google:ChIJUdB3x7hlfkgRrnWecEbdMoE,google,ChIJUdB3x7hlfkgRrnWecEbdMoE,Egyptian Tan,"32 Rochdale Way, Sunderland SR5 5QG, UK",E08000024,1.0,54.92499439836289,-1.42782548649018,confirmed,MB,2026-04-28,,
google:ChIJk9UMsyNkfkgRKY0AaKy7LcA,google,ChIJk9UMsyNkfkgRKY0AaKy7LcA,Emma's Mobile Beauty and spray tanning,"Silksworth, Sunderland SR3, UK",E08000024,3.0,54.87164429831161,-1.4104118865012572,rejected,MB,2026-04-28,,Mobile beauty / spray tan only - no fixed UV sunbed premises
google:ChIJe-S2psJ6fkgRGNgkYjB6pfs,google,ChIJe-S2psJ6fkgRGNgkYjB6pfs,Escape @ Sanmarie beauty spa,"53 Well Bank Rd, Washington NE37 1NW, UK",E08000024,4.0,54.91945689836666,-1.5344008865616958,confirmed,MB,2026-04-28,,
google:ChIJfYu1EFFlfkgRfD1Oda2UjGc,google,ChIJfYu1EFFlfkgRfD1Oda2UjGc,Goldilooks,"Unit 14, Pennywell Shopping Centre, Sunderland SR4 9AS, UK",E08000024,1.0,54.896347198337104,-1.4395747865097148,confirmed,MB,2026-04-28,,
google:ChIJs03QyTF7fkgRK8LkYrqGrac,google,ChIJs03QyTF7fkgRK8LkYrqGrac,Grand Hotel Sunderland,"Queens Parade, Sunderland SR6 8DB, UK",E08000024,5.0,54.93356809836591,-1.3685863864484575,rejected,MB,2026-04-28,,Hotel - no sunbeds confirmed on website
google:ChIJXzOi5jJ7fkgRCg5Y5elI4Lc,google,ChIJXzOi5jJ7fkgRCg5Y5elI4Lc,"Halo, Hair Beauty & Tanning","7B Railway Ter, Washington NE38 8LZ, UK",E08000024,2.0,54.89445489834106,-1.5083909865551088,confirmed,MB,2026-04-28,,
google:ChIJXzX5RGtjfkgRvdETAxRi560,google,ChIJXzX5RGtjfkgRvdETAxRi560,Heatwaves Tanning Salon,"Newbottle St, Houghton le Spring DH4 4AN, UK",E08000024,1.0,54.843085098289905,-1.4704405865519197,confirmed,MB,2026-04-28,,
google:ChIJRV2ipRRjfkgR_iYZ8aWNEyM,google,ChIJRV2ipRRjfkgR_iYZ8aWNEyM,Houghton Cuts Hair & Beauty Salon,"Imperial Buildings, Houghton le Spring DH4 4DJ, UK",E08000024,1.0,54.84145989828831,-1.4697970865521839,confirmed,MB,2026-04-28,,
google:ChIJobpEMstlfkgRtV_X8R2Ty8c,google,ChIJobpEMstlfkgRtV_X8R2Ty8c,House Of Tan & Aesthetics,"180 Hylton Rd, Sunderland SR4 7YA, UK",E08000024,2.0,54.905991198343266,-1.4053269864836049,confirmed,MB,2026-04-28,,
google:ChIJZ6LAA717fkgR396vNSjeTeA,google,ChIJZ6LAA717fkgR396vNSjeTeA,House of Loco,"Spout Ln, Washington NE37 2AH, UK",E08000024,1.0,54.912082398358685,-1.5216875865564528,confirmed,MB,2026-04-28,,
google:ChIJbZ0pkT9kfkgRA5ffVQNsLVk,google,ChIJbZ0pkT9kfkgRA5ffVQNsLVk,Ibiza Tan,"28 Sunningdale Rd, Springwell, Sunderland SR3 4HE, UK",E08000024,1.0,54.888797798328774,-1.4244237865030949,confirmed,MB,2026-04-28,,
google:ChIJLzfOchJnfkgRcNyq4-VHGqk,google,ChIJLzfOchJnfkgRcNyq4-VHGqk,Indigo Sun,"Park, Unit 1 Salterfen Rd, Sunderland SR2 0SP, UK",E08000024,2.0,54.877295398312704,-1.359873986466471,confirmed,MB,2026-04-28,,
google:ChIJBy5wGpNmfkgRZH9sgrg_RIk,google,ChIJBy5wGpNmfkgRZH9sgrg_RIk,Just Be.,"18 Stockton Terrace, Sunderland SR2 9RN, UK",E08000024,2.0,54.885000198320455,-1.366615686467549,confirmed,MB,2026-04-28,,
google:ChIJaU_tBYBnfkgRNEDsbpcy6x8,google,ChIJaU_tBYBnfkgRNEDsbpcy6x8,Just Tan It,"64 Villette Rd, Hendon, Sunderland SR2 8RW, UK",E08000024,1.0,54.89471759833005,-1.3730733864676068,confirmed,MB,2026-04-28,,
google:ChIJJdmvK0dlfkgREXI8RhfaxVU,google,ChIJJdmvK0dlfkgREXI8RhfaxVU,Krayz Tan and Hair Lounge,"33 Blind Ln, Silksworth, Sunderland SR3 1AT, UK",E08000024,1.0,54.87420409831321,-1.400833486494026,confirmed,MB,2026-04-28,,
google:ChIJff--jIhmfkgR-6cDcyAptfk,google,ChIJff--jIhmfkgR-6cDcyAptfk,Kwik Tan,"14 Market Sq, Sunderland SR1 3HW, UK",E08000024,1.0,54.90607769834146,-1.382746786469052,confirmed,MB,2026-04-28,,
google:ChIJVVKmEWtjfkgRKmG2Q9r7ftA,google,ChIJVVKmEWtjfkgRKmG2Q9r7ftA,Kwik Tan: Houghton Le Spring,"44 Newbottle St, Houghton le Spring DH4 4AF, UK",E08000024,1.0,54.84407829829095,-1.471929286552467,confirmed,MB,2026-04-28,,
google:ChIJ4y0MQp57fkgRsZJdnp0Xl8c,google,ChIJ4y0MQp57fkgRsZJdnp0Xl8c,Lush 'n' Glow,"37 Glen Terrace, Washington NE38 7AY, UK",E08000024,2.0,54.897153598343905,-1.512219686556478,confirmed,MB,2026-04-28,,
google:ChIJqcBWMYBmfkgR7g0CIrmUH30,google,ChIJqcBWMYBmfkgR7g0CIrmUH30,Lush Tan & Beauty,"55 Hylton Rd, Sunderland SR4 7AF, UK",E08000024,1.0,54.90675049834324,-1.396726486477754,confirmed,MB,2026-04-28,,
google:ChIJMUsNoBl7fkgRMqHSMnFLm6Y,google,ChIJMUsNoBl7fkgRMqHSMnFLm6Y,Lush Tanning,"122 Lumley Cl, Washington NE38 0HZ, UK",E08000024,1.0,54.89911969834798,-1.5388491865730205,confirmed,MB,2026-04-28,,
google:ChIJJaAnC4hnfkgRm8pLfdzysKc,google,ChIJJaAnC4hnfkgRm8pLfdzysKc,Luxe Tan ltd,"Fulwell, Sunderland SR6 9RR, UK",E08000024,2.0,54.92382119835787,-1.3808711864604237,confirmed,MB,2026-04-28,,
google:ChIJdSZwUdd6fkgR7v5CV5i9j1Y,google,ChIJdSZwUdd6fkgR7v5CV5i9j1Y,Maggie Mays Nails Beauty Sunbeds,"11 Front St, Washington NE37 2BN, UK",E08000024,1.0,54.9127617983592,-1.5203698865553126,confirmed,MB,2026-04-28,,
google:ChIJ82CH8OJlfkgR1D_DLz_I3Oc,google,ChIJ82CH8OJlfkgR1D_DLz_I3Oc,Medical Aesthetics by Elise,"Goldilooks, Unit 14, Pennywell Shopping Centre, Sunderland SR4 9AS, UK",E08000024,1.0,54.896583898337376,-1.4404049865101531,confirmed,MB,2026-04-28,,
google:ChIJbQISLMpjfkgRZDfBBRs0iUE,google,ChIJbQISLMpjfkgRZDfBBRs0iUE,No2 Station Road,"2 Station Rd, Hetton-le-Hole, Houghton le Spring DH5 0AX, UK",E08000024,1.0,54.81567199826261,-1.4497530865500692,confirmed,MB,2026-04-28,,
google:ChIJQwNANENkfkgRNSL4aLd8Fz4,google,ChIJQwNANENkfkgRNSL4aLd8Fz4,Platinum Tan,"19 Galashiels Rd, Grindon, Sunderland SR4 8JJ, UK",E08000024,1.0,54.890488798331475,-1.43771258651096,confirmed,MB,2026-04-28,,
google:ChIJs8DCQERkfkgRryaifySrZAw,google,ChIJs8DCQERkfkgRryaifySrZAw,Pretty B Beauty Lounge,"85 The Broadway, Grindon, Sunderland SR4 8PA, UK",E08000024,2.0,54.893959098334314,-1.4326825865062631,confirmed,MB,2026-04-28,,
google:ChIJfa6F4y5kfkgRpriTPtxlds0,google,ChIJfa6F4y5kfkgRpriTPtxlds0,Pretty Pearls Nails & Beauty,"2 Tunstall Vale, Sunderland SR2 7HP, UK",E08000024,2.0,54.89658449833289,-1.3863142864753195,confirmed,MB,2026-04-28,,
google:ChIJjyxtvWxmfkgRbsUAtGjaYDI,google,ChIJjyxtvWxmfkgRbsUAtGjaYDI,Pure Bliss Beauty Spa,"58 Sea Rd, Fulwell, Sunderland SR6 9BX, UK",E08000024,4.0,54.93023799836364,-1.3785489864562486,confirmed,MB,2026-04-28,,
google:ChIJa2XopHZnfkgRHBIfOfBtxG0,google,ChIJa2XopHZnfkgRHBIfOfBtxG0,Pure Glow Fulwell,"7 Station Rd, Fulwell, Sunderland SR6 9AA, UK",E08000024,4.0,54.92955699836349,-1.3841492864601326,confirmed,MB,2026-04-28,,
google:ChIJScxc62xmfkgRDOp1YyXFfXo,google,ChIJScxc62xmfkgRDOp1YyXFfXo,Pure Tan UK,"19 Sea Rd, Roker, Sunderland SR6 9BS, UK",E08000024,3.0,54.92964089836324,-1.380523786457767,confirmed,MB,2026-04-28,,
google:ChIJ63dAt3tkfkgRdTI5t5ku9ds,google,ChIJ63dAt3tkfkgRdTI5t5ku9ds,Reds Hair & Beauty,"3-4 Cairnside S, Sunderland SR3 3LS, UK",E08000024,5.0,54.87162189831412,-1.4411974865210948,confirmed,MB,2026-04-28,,
google:ChIJNWmpFsVlfkgR_V4ne8ibY4U,google,ChIJNWmpFsVlfkgR_V4ne8ibY4U,Rio Sun Tanning Equipment,"Southwick Industrial Estate, Sunderland SR5 3TX, UK",E08000024,1.0,54.92160849835856,-1.4136674864824568,rejected,MB,2026-04-28,,Tanning equipment supplier - not a walk-in salon
google:ChIJeW2s52tkfkgRfopC-WXlxbc,google,ChIJeW2s52tkfkgRfopC-WXlxbc,Silk tan thorndale cards & gifts & helium balloons,"26 Thorndale Rd, Thorney Close, Sunderland SR3 4JT, UK",E08000024,1.0,54.88244759832332,-1.4300498865093765,confirmed,MB,2026-04-28,,
google:ChIJ7QKaRrJjfkgRmxCYxVs7AgA,google,ChIJ7QKaRrJjfkgRmxCYxVs7AgA,Stronglocks,"23 Queensway, Houghton le Spring DH5 8EL, UK",E08000024,2.0,54.83909319828543,-1.461637286547906,unsure,MB,2026-04-28,,Name does not suggest tanning venue; unable to verify
google:ChIJuyOGBP9ifkgRbEYKCnm3fBA,google,ChIJuyOGBP9ifkgRbEYKCnm3fBA,Studios,"21 Station Rd, Hetton-le-Hole, Houghton le Spring DH5 0AX, UK",E08000024,1.0,54.81806419826493,-1.4510590865499056,confirmed,MB,2026-04-28,,
google:ChIJk4Qg3hRlfkgRk3VXzngZc_8,google,ChIJk4Qg3hRlfkgRk3VXzngZc_8,Sun Tanning Co - Sunderland,"Hylton Grange, Castletown, Sunderland SR5 3HR, UK",E08000024,1.0,54.91077459835208,-1.4572548865151338,confirmed,MB,2026-04-28,,
google:ChIJz3heYdl6fkgRCLunjIZ9Xo8,google,ChIJz3heYdl6fkgRCLunjIZ9Xo8,Sunbed Boulevard Tanning Studio,"Blue House Ln, Washington NE37 2TA, UK",E08000024,1.0,54.91274769835964,-1.5256202865587418,confirmed,MB,2026-04-28,,
google:ChIJY5Cld6lkfkgRvm_9tK9leKU,google,ChIJY5Cld6lkfkgRvm_9tK9leKU,Sunkist 1,"37 Westbourne Dr, Shiney Row, Houghton le Spring DH4 4QU, UK",E08000024,1.0,54.866811398314255,-1.4969296865591641,confirmed,MB,2026-04-28,,
google:ChIJK0y4YnF7fkgR5odI6c9BNg8,google,ChIJK0y4YnF7fkgR5odI6c9BNg8,T U S,"Rickleton Village Centre, Washington NE38 9ET, UK",E08000024,4.0,54.879626898330706,-1.5506661865888158,confirmed,MB,2026-04-28,,
google:ChIJsXcrLm1kfkgRw42w3UFwt0Q,google,ChIJsXcrLm1kfkgRw42w3UFwt0Q,TANSHOCK SOLARIUM,"35 Allendale Rd, Sunderland SR3 3DE, UK",E08000024,1.0,54.87798629831869,-1.4242900865075325,confirmed,MB,2026-04-28,,
google:ChIJg8HXOVhnfkgRu1km7gz4Kmo,google,ChIJg8HXOVhnfkgRu1km7gz4Kmo,TUTL,"48 Villette Rd, Hendon, Sunderland SR2 8RN, UK",E08000024,1.0,54.89490889833017,-1.3723083864670365,confirmed,MB,2026-04-28,,
google:ChIJZ8sQ8nNnfkgRAm9lgFScpw4,google,ChIJZ8sQ8nNnfkgRAm9lgFScpw4,Tammys Unique Tanning Lounge,"48 Villette Rd, Hendon, Sunderland SR2 8RL, UK",E08000024,1.0,54.89490889833017,-1.3723083864670365,confirmed,MB,2026-04-28,,
google:ChIJ1--4zjdjfkgReDCFx5fUQDA,google,ChIJ1--4zjdjfkgReDCFx5fUQDA,Tan E Zee Leisure,"13 N View Terrace, Chilton Moor, Houghton le Spring DH4 5NN, UK",E08000024,3.0,54.840854398289714,-1.4935430865678028,confirmed,MB,2026-04-28,,
google:ChIJ5T5FmVdnfkgR50aWXvSw_3w,google,ChIJ5T5FmVdnfkgR50aWXvSw_3w,Tan Solo,"86 Ryhope Rd, Sunderland SR2 9QE, UK",E08000024,1.0,54.88628479832182,-1.3688388864684324,confirmed,MB,2026-04-28,,
google:ChIJMQlNlwplfkgRR-TOActPJ8o,google,ChIJMQlNlwplfkgRR-TOActPJ8o,Tan-e-zee,"37 Blackwood Rd, Sunderland SR5 4PT, UK",E08000024,1.0,54.92872029836865,-1.454789286506071,confirmed,MB,2026-04-28,,
google:ChIJCYBWfm5lfkgRvi4ZaICCO4c,google,ChIJCYBWfm5lfkgRvi4ZaICCO4c,Tanerife,"44 Castleford Rd, Sunderland SR5 3TJ, UK",E08000024,1.0,54.9209746983616,-1.4571103865107957,confirmed,MB,2026-04-28,,
google:ChIJO9wroQBjfkgRahyJq9f9AkU,google,ChIJO9wroQBjfkgRahyJq9f9AkU,Tanerife,"25 Market St, Hetton-le-Hole, Houghton le Spring DH5 9DY, UK",E08000024,1.0,54.82495369827114,-1.4482756865452187,confirmed,MB,2026-04-28,,
google:ChIJbRJRSQNkfkgR6Fz-ZODF3XU,google,ChIJbRJRSQNkfkgR6Fz-ZODF3XU,Tanorico Sunbeds,"6 Blind Ln, New Silksworth, Sunderland SR3 1AU, UK",E08000024,1.0,54.87576569831472,-1.4016824864939172,confirmed,MB,2026-04-28,,
google:ChIJEz-72ytjfkgRkOLhRHRUO2Q,google,ChIJEz-72ytjfkgRkOLhRHRUO2Q,Tanpossible,"C Houghtn Business Ceter 24D, Houghton le Spring DH5 8BJ, UK",E08000024,2.0,54.84336049828981,-1.4664006865491936,confirmed,MB,2026-04-28,,
google:ChIJW0m-e9dlfkgRT7X6I4hQnYg,google,ChIJW0m-e9dlfkgRT7X6I4hQnYg,Tansanity,"13 The Grn, Southwick, Sunderland SR5 2HT, UK",E08000024,1.0,54.919543298355585,-1.4014024864754158,confirmed,MB,2026-04-28,,
google:ChIJaY7VF5hlfkgR6rlW_XH_Ib8,google,ChIJaY7VF5hlfkgR6rlW_XH_Ib8,The Glow Zone Tanning & Beauty Studio,"56 Midmoor Rd, Sunderland SR4 6NT, UK",E08000024,1.0,54.907183498345645,-1.4205129864928907,confirmed,MB,2026-04-28,,
google:ChIJ1zhZ22tlfkgRUSW4HfQK64w,google,ChIJ1zhZ22tlfkgRUSW4HfQK64w,The Solar Room Tanning & Beauty,"41 Unit2, Sevenoaks Dr, Grindon, Sunderland SR4 9LR, UK",E08000024,1.0,54.8884103983306,-1.450586486520143,confirmed,MB,2026-04-28,,
google:ChIJE5eS8CJ7fkgRKqZkYAWzDRc,google,ChIJE5eS8CJ7fkgRKqZkYAWzDRc,Thirty-Eight (Salon38),"42 Valley Forge, Washington NE38 7JL, UK",E08000024,2.0,54.904415098351386,-1.5204749865588412,confirmed,MB,2026-04-28,,
google:ChIJM66wBvxnfkgRoHHpimtl8vU,google,ChIJM66wBvxnfkgRoHHpimtl8vU,Toucan Tan,"70 Ryhope St S, Ryhope, Sunderland SR2 0AB, UK",E08000024,3.0,54.87113939830805,-1.373298386477652,confirmed,MB,2026-04-28,,
google:ChIJczHhmi9kfkgRx5PDNqxzjCc,google,ChIJczHhmi9kfkgRx5PDNqxzjCc,Ultra Tan,"53 Ormonde St, Sunderland SR4 7PJ, UK",E08000024,2.0,54.898797798336794,-1.4083618864885667,confirmed,MB,2026-04-28,,
google:ChIJPXLUl2xmfkgRRM7jTzcL_yc,google,ChIJPXLUl2xmfkgRRM7jTzcL_yc,Ultra Tanz,"28 Sea Rd, Fulwell, Sunderland SR6 9BX, UK",E08000024,4.0,54.92994769836349,-1.3797555864571451,confirmed,MB,2026-04-28,,
google:ChIJA3fq-x97fkgR5fi6eXSXMKc,google,ChIJA3fq-x97fkgR5fi6eXSXMKc,V F M Hair & Solarium,"Village Centre, 1 Albany Way, Washington NE37 1UB, UK",E08000024,1.0,54.907243598355144,-1.5335732865662106,confirmed,MB,2026-04-28,,
