region,rii_primary,ci_lo_primary,ci_hi_primary,n_routes_primary,rii_secondary,ci_lo_secondary,ci_hi_secondary,n_routes_secondary,rii_buffer_800m
SW_England,4.936423911491443,1.3889294603515505,17.40072421050675,1939,2.709455455215284,0.8376391805845574,6.90989980436666,1641,2.0906830111983994
Greater_Manchester,1.3063646513034057,0.5722883331241452,3.300967105609259,1672,1.0533083124134606,0.5650854226401127,2.0321652888639834,1641,2.029312738620088
West_Midlands,0.37526375110010146,0.18172307135804866,1.5598947508107612,1519,0.46014516573097247,0.32675838238621596,0.7574953721323454,1528,1.0567489886942878
Yorkshire,0.8062864651853557,0.33869498121421426,2.267167226972791,2214,0.9854553246977771,0.586030511351779,1.6723384267530017,2069,2.2052563460994055
London,0.36242941201500717,0.1930192130470042,0.6690768876718273,4899,1.0121272767226628,0.5760254121033433,1.727437389755783,4925,0.9830530932834037
