,coef,se,p,ci_low,ci_high,IRR,IRR_low,IRR_high
Intercept,5.518486635061847,0.19114650681591105,2.805770029923261e-183,5.1438463659320215,5.893126904191672,249.25753399917144,171.37366808716624,362.53713273936063
ridit_imd,0.35053182351507306,0.368652215787002,0.3416820909226146,-0.3720132422483392,1.0730768892784854,1.4198224428025294,0.6893451139845905,2.9243636143779286
