,coef,se,p,ci_low,ci_high,IRR,IRR_low,IRR_high
Intercept,4.333856480844928,0.19326248742880647,2.259305558554277e-111,3.9550689659218428,4.712643995768014,76.23772972088528,52.19929379271277,111.34616985577225
C(phase_simple)[T.secondary],2.5654905308181117,0.3147374584687225,3.6030638332362827e-16,1.9486164476337446,3.182364614002479,13.007037157624834,7.018969747371242,24.103682122749696
ridit_imd,-0.33759655043194015,0.2946588759024712,0.2519110494382646,-0.9151173349258409,0.23992423406196062,0.7134830842808865,0.40046963425914384,1.2711528365857452
C(phase_simple)[T.secondary]:ridit_imd,0.08965013355459095,0.33929884656135684,0.7916090556552399,-0.5753633857016505,0.7546636528108324,1.0937915357971417,0.5625004270512373,2.1268960275340265
