,coef,se,p,ci_low,ci_high,IRR,IRR_low,IRR_high
Intercept,5.5276445150305475,0.20953943256949653,2.3261406990050973e-153,5.116954773853375,5.93833425620772,251.55068876829245,166.82657067539654,379.30258209841924
ridit_imd,0.6158648381756379,0.3899616029970885,0.11426815633875806,-0.14844585905216234,1.380175535403438,1.851256945117665,0.8620466779313112,3.9755994246978217
